expenditure_date,expenditure_year,payee_first_name,payee_last_name,organization_name,amount,committee_name,office_sought,district,ballot_issue...9,purpose,purpose_cleaned,street_address_1,street_address_2,payee_city,payee_state,zip_code,fef_expenditure,electioneering_communication,independent_expenditure,candidate_name,ballot_issue...21,position
4/27/2018,2018,,,NGP VAN,450,Colleen 4 Denver,City Council,4,,NGP Access,Research,"1445 New York Ave, NW #200",,Washington,DC,'20005',No,No,No,Colleen Zahradnicek,,
12/21/2017,2017,,,Lewan & Associates,283.17,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintenance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
6/23/2017,2017,,,Office Depot,10.74,Denver Green Roof Initiative,,,,Post It Notes and Clipboards,Supplies,670 S Wadsworth Blvd,,Lakewood,CO,'80226',No,No,No,,,
6/22/2017,2017,,,Lewan & Associates,296.15,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintenance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
3/13/2017,2017,,,Office Depot,7.52,Denver Green Roof Initiative,,,,Clipboards,Supplies,1585 Wynkoop Street,,Denver,CO,'80202',No,No,No,,,
12/19/2016,2016,,,Lewan & Associates,292.07,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintenance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
10/7/2016,2016,,,Best Buy,161.46,Susman for City Council,City Council,5,,Hard drive and backup,Supplies,4100 E Mexico Ave #A,,Denver,CO,'80222',No,No,No,Mary Beth Susman,,
6/20/2016,2016,,,Lewan & Associates,265.4,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintenance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
3/16/2016,2016,,,National Western Stock Show,200,A Smart Deal for Denver,,,,NWC-CAC AV charge,Fee,4655 Humboldt St,,Denver,CO,'80216',No,No,No,,,
1/21/2016,2016,,,Timothy M. O'Brien,107.64,O'Brien for Auditor,Auditor,,,Reimburse Microsoft Payment,Staffing,3266 South Steele St,,Denver,CO,'80210',No,No,No,Timothy O'Brien,,
1/12/2016,2016,,,The Big Sandbox,5000,A Smart Deal for Denver,,,,Garden Place improvements,Staffing,4707 Pearl St.,,Denver,CO,'80216',No,No,No,,,
1/1/2016,2016,,, Jordan Fouts,1500,Adams for Denver City Council,City Council,6,,Bonus. Actual Date: 6/24/15,Staffing,99 Corona Street,,Denver,CO,'80218',No,No,No,Elizabeth Adams,,
12/31/2015,2015,,,1st Bank ,4,Committee to Elect Stacie Gilmore,City Council,11,,Activity Charge,Fee,18521 Green Valley Ranch Blvd,,Denver,CO,'80249',No,No,No,Stacie Gilmore,,
11/19/2015,2015,,,The Kenney Group,491.69,A Smart Deal for Denver,,,,Reimburse miscellaneous out of pocket expenses,Staffing,"1999 Broadway, Ste 4190",,Denver,CO,'80202',No,No,No,,,
11/7/2015,2015,,,Jake Martin,724.73,A Smart Deal for Denver,,,,Reimburse miscellaneous out of pocket expenses,Staffing,3127 Downing St.,,Denver,CO,'80205',No,No,No,,,
11/7/2015,2015,,,Seth Jacobson,140,A Smart Deal for Denver,,,,Reimburse miscellaneous out of pocket expenses,Staffing,7388 Upham Circle,,Arvada,CO,'80003',No,No,No,,,
11/7/2015,2015,,,Elisabeth Mabus,218.45,A Smart Deal for Denver,,,,Reimburse miscellaneous out of pocket expenses,Staffing,3335 Euclid Ave.,,Boulder,CO,'80303',No,No,No,,,
11/7/2015,2015,,,Ryan Case,64,A Smart Deal for Denver,,,,Reimburse miscellaneous out of pocket expenses,Staffing,9 S. Sherman St. #201,,Denver,CO,'80209',No,No,No,,,
11/5/2015,2015,,,Liz Adams,410.89,A Smart Deal for Denver,,,,Reimburse expenses,Staffing,1242 S. High St.,,Denver,CO,'80210',No,No,No,,,
10/1/2015,2015,,,Patricia Salazar,31,A Smart Deal for Denver,,,,Reimburse expenses,Staffing,735 Julian St.,,Denver,CO,'80204',No,No,No,,,
8/18/2015,2015,,,Frame de Art II,875,Hancock for Denver,Mayor,,,Picture Framing,Marketing and advertising,3065 S. Broadway,,Englewood,CO,'80113',No,No,No,Michael Hancock,,
7/31/2015,2015,,,Frame de Art,187,Charlie Brown for City Council (2011)  ,City Council,6,,Proclamation frame for Visit Denver,Staffing,3065 S. Broadway,,Denver,CO,'80213',No,No,No,Charlie Brown,,
7/7/2015,2015,,,Chris Chiari,176.12,Chiari for Denver,City Council,10,,reimburse  ,Staffing,1601 Emerson Street,,Denver,CO,'80218',No,No,No,Chris Chiari,,
6/20/2015,2015,,,Charlie Brown,110,Charlie Brown for City Council (2011)  ,City Council,6,,Reimburse expenses for CML,Staffing,2181 South Cook Street,,Denver,CO,'80210',No,No,No,Charlie Brown,,
6/4/2015,2015,,,PayPal,30,O'Brien for Auditor,Auditor,,,Monthly Charge,Fee,2211 North First Street,,San Jose,CA,'95131',No,No,No,Timothy O'Brien,,
5/19/2015,2015,,,Charlie Brown,688,Charlie Brown for City Council (2011)  ,City Council,6,,Reimburse for expenses to ICSC,Staffing,2181 South Cook Street,,Denver,CO,'80210',No,No,No,Charlie Brown,,
5/6/2015,2015,,,Act Blue,0.88,Luchia for District 7,City Council,7,,CC Charges,Fee,P.O. Box 441146,,Somerville,MA,'02144',No,No,No,Luchia Brown,,
5/1/2015,2015,,,Act Blue,3.76,Luchia for District 7,City Council,7,,CC Charges,Fee,P.O. Box 441146,,Somerville,MA,'02144',No,No,No,Luchia Brown,,
4/29/2015,2015,,,ActBlue,135.16,Nevitt for Auditor,Auditor,,,CC Proccessing ,Staffing,PO Box 441146,,Somerville,MA,'02114',No,No,No,Chris Nevitt,,
4/29/2015,2015,,,Litle and Company,133.99,Nevitt for Auditor,Auditor,,,CC Proccessing ,Staffing,900 Chelmsford St,,Lowell,MA,'01851',No,No,No,Chris Nevitt,,
4/29/2015,2015,,,Square Up,20.64,Nevitt for Auditor,Auditor,,,CC Proccessing ,Staffing,901 Mission St,,San Francisco,CA,'94103',No,No,No,Chris Nevitt,,
4/21/2015,2015,,,USPS,68,Committee to elect Jake Viano,City Council,7,,Shipping,Supplies,1074 S Ironton St,,Aurora,CO,'80014',No,No,No,Jacob Viano,,
4/20/2015,2015,,,Fedex,35.62,Committee to elect Jake Viano,City Council,7,,Shipping,Supplies,7800 E Hampden Ave #53,,Denver,CO,'80237',No,No,No,Jacob Viano,,
4/8/2015,2015,,,Michele Martinez,45,Fran Coleman for City Council,City Council,2,,PR,Staffing,7400 W. Grant Ranch Blvd Apt 26,,Denver,CO,'80123',No,No,No,Fran Coleman,,
4/6/2015,2015,,,Tate Carpenter,2300,Luchia for District 7,City Council,7,,Management,Staffing,"1165 Grant St.	#306",,Denver,CO,'80203',No,No,No,Luchia Brown,,
4/2/2015,2015,,,Mile High Vien,20.11,Fran Coleman for City Council,City Council,2,,PR,Staffing,265 Detroit St,,Denver,CO,'80206',No,No,No,Fran Coleman,,
4/1/2015,2015,,,Mary Rudolph,500,Chiari for Denver,City Council,10,,Campaign coordination,Staffing,601 E Bayaud Ave,,Denver,CO,'80209',No,No,No,Chris Chiari,,
4/1/2015,2015,,,Citizen Outreach Matters,16600,Jolon Clark for Denver,City Council,7,,Counsultants,Consultant,800 Pearl St #1011,,Denver,CO,'80203',No,No,No,Jolon Clark,,
3/27/2015,2015,,,Fedex,212.14,Committee to elect Jake Viano,City Council,7,,Shipping,Supplies,7800 E Hampden Ave #53,,Denver,CO,'80237',No,No,No,Jacob Viano,,
3/19/2015,2015,,,James Zamora,126.5,Committee to elect Jake Viano,City Council,7,,Get out the Vote,Staffing,2071 S Pennsylvania AVe,,Denver,CO,'80210',No,No,No,Jacob Viano,,
3/18/2015,2015,,,Sears Credit Cards,86.36,Labuda for Denver,City Council,2,,Sears Interest Charge,Fee,PO Box 688957,,Des Moines,IA,'50368',No,No,No,Jeanne Labuda,,
3/17/2015,2015,,,First Bank,75,Halisi Vinson for Denver,City Council,4,,Charge back of redeposited item,Fee,8901 E. Hampden Ave.,,Denver,CO,'80231',No,No,No,Halisi Vinson,,
3/16/2015,2015,,,Justin Ash,77,Committee to elect Jake Viano,City Council,7,,Get Out the Vote,Staffing,2071 S Pennsylvania Ave,,Denver,CO,'80210',No,No,No,Jacob Viano,,
3/13/2015,2015,,,Lisa Straehley,2500,Chiari for Denver,City Council,10,,Campaign coordination,Staffing,1934 Grant St,,Denver,CO,'80203',No,No,No,Chris Chiari,,
3/13/2015,2015,,,Gabriel Gregory,110,Committee to elect Jake Viano,City Council,7,,Get Out the Vote,Staffing,2071 S Pennsylvania,,Denver,CO,'80210',No,No,No,Jacob Viano,,
3/12/2015,2015,,,First Bank,75,Halisi Vinson for Denver,City Council,4,,Charge back of deposited item,Fee,8901 E. Hampden Ave.,,Denver,CO,'80231',No,No,No,Halisi Vinson,,
3/12/2015,2015,,,Litle & CO Funds Disb,0.5,Labuda for Denver,City Council,2,,Payment Management Plateform,Staffing,900 Chelmsford St.,,Lowell,MA,'01851',No,No,No,Jeanne Labuda,,
3/10/2015,2015,,,Justine Sanders,93.5,Committee to elect Jake Viano,City Council,7,,Get Out the Vote,Staffing,1959 S Emerson St,,Denver,CO,'80210',No,No,No,Jacob Viano,,
3/10/2015,2015,,,James Zamora,165,Committee to elect Jake Viano,City Council,7,,Get Out the Vote,Staffing,2071 S Pennsylvania AVe,,Denver,CO,'80210',No,No,No,Jacob Viano,,
3/9/2015,2015,,,Audrey Kline,1161.2,Nevitt for Auditor,Auditor,,,Campaign Mananger,Staffing,2501 Quitman St,,Denver,CO,'80212',No,No,No,Chris Nevitt,,
3/7/2015,2015,,,Taco Bell,25.7,Tim Camarillo for Denver City Council District 11,City Council,11,,Tacos,Event,18641 Green Valley Ranch Boulevard,,Denver,CO,'80249',No,No,No,Tim Camarillo,,
3/6/2015,2015,,,Audrey Kline,1019.99,Nevitt for Auditor,Auditor,,,Campaign Mananger,Staffing,2501 Quitman St,,Denver,CO,'80212',No,No,No,Chris Nevitt,,
3/4/2015,2015,,,Litle & CO Funds Disb,3.4,Labuda for Denver,City Council,2,,Payment Management Plateform,Staffing,900 Chelmsford St.,,Lowell,MA,'01851',No,No,No,Jeanne Labuda,,
3/2/2015,2015,,,Mary Rudolph,1000,Chiari for Denver,City Council,10,,campaign coordination,Staffing,601 E Bayaud Ave,,Denver,CO,'80209',No,No,No,Chris Chiari,,
3/2/2015,2015,,,Tate Carpenter,2000,Luchia for District 7,City Council,7,,Management,Staffing,"1165 Grant St.	#306",,Denver,CO,'80203',No,No,No,Luchia Brown,,
2/18/2015,2015,,,First Bank,100,Halisi Vinson for Denver,City Council,4,,Charge back of deposited item,Fee,8901 E. Hampden Ave.,,Denver,CO,'80231',No,No,No,Halisi Vinson,,
2/15/2015,2015,,,Sears Credit Cards,51,Labuda for Denver,City Council,2,,Interest Charge,Fee,PO Box 688957,,Des Moines,IA,'50368',No,No,No,Jeanne Labuda,,
2/2/2015,2015,,,Tate Carpenter,1000,Luchia for District 7,City Council,7,,Management,Staffing,"1165 Grant St.	#306",,Denver,CO,'80203',No,No,No,Luchia Brown,,
1/25/2015,2015,,,Eventbrite,50,Langston for Denver,City Council,7,,Bridging the Gap: A Solutions Forum on Housing,Event,818 West Seventh Street ,,Los Angeles,CA,'90017',No,No,No,Mickki Langston,,
1/23/2015,2015,,,Whole Events,178,Charlie Brown for City Council (2011)  ,City Council,6,,Bob Gollick Memorial Expenses,Event,7400 E. Hampden Ave,,Denver,CO,'80231',No,No,No,Charlie Brown,,
1/22/2015,2015,,,Hugo's CO Beer & Spirits,149,Anna Jones For City Council,City Council,10,,Beer and wine for launch,Event,1205 E 13th Ave,,Denver,CO,'80218',No,No,No,Anna Jones,,
1/15/2015,2015,,,Sears Credit Cards,22.82,Labuda for Denver,City Council,2,,Sears Interest Charge,Fee,PO Box 688957,,Des Moines,IA,'50368',No,No,No,Jeanne Labuda,,
12/18/2014,2014,,,Sears Credit Cards,15.32,Labuda for Denver,City Council,2,,Sears Credit Interest Charge,Fee,PO Box 688957,,Des Moines,IA,'50368',No,No,No,Jeanne Labuda,,
12/10/2014,2014,,,Lewan & Associates,257.32,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
11/25/2014,2014,,,First Bank,50,Halisi Vinson for Denver,City Council,4,,Charge back of deposited item,Fee,8901 E. Hampden Ave.,,Denver,CO,'80231',No,No,No,Halisi Vinson,,
11/20/2014,2014,,,First Bank,50,Halisi Vinson for Denver,City Council,4,,Charge back of deposited item,Fee,8901 E. Hampden Ave.,,Denver,CO,'80231',No,No,No,Halisi Vinson,,
10/31/2014,2014,,,First Bank,10,Preschool Matters,,,,Activity Charge,Fee,Internet,,Denver,CO,'80202',No,No,No,,,
9/10/2014,2014,,,Elan Financial Services,35.84,Denver County Republican Central Committee PAC,,,,interest charge,Fee,4 Station Square,,Pittsburgh,PA,'15219',No,No,No,,,
7/8/2014,2014,,,Lewan & Associates,242.55,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
5/29/2014,2014,,,Lewan & Associates,80,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
5/24/2014,2014,,,Charlie Brown,587,Charlie Brown for City Council (2011)  ,City Council,6,,Reimburse expenses for ICSC,Staffing,2181 South Cook Street,,Denver,CO,'80210',No,No,No,Charlie Brown,,
5/21/2014,2014,,,First Bank,500,Halisi Vinson for Denver,City Council,4,,Charge-back of deposited item,Fee,8901 E. Hampden Ave.,,Denver,CO,'80231',No,No,No,Halisi Vinson,,
4/3/2014,2014,,,NEVITT FOR AUDITOR,2000,UNITED Event & COMMERCIAL WORKERS LOCAL 7 POLITICAL COMMITTEE,,,,CANDIDATE FOR DENVER CITY AUDITOR,Donation,P.O. BOX 40192,,Denver,CO,'80204',No,No,No,,,
12/17/2013,2013,,,Lewan & Associates,257.42,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintenance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
11/18/2013,2013,,,KC Keefer Photography Inc.,-57.6,Friends of Denver Parks Inc.,,,,Reimburse DVD purchase,Staffing,8200 E Pacific Pl ,,Denver,CO,'80231',No,No,No,,,
6/19/2013,2013,,,Lewan & Associates,209.94,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Copier Maintenance,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
5/29/2013,2013,,,FedEx Office,6.87,Albus Brooks for City Council,City Council,9,,Shipping,Supplies,1509 Blake St,,Denver,CO,'80202',No,No,No,Albus Brooks,,
4/22/2013,2013,,,Denver Dumb Friends League,100,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Memorial,Event,2080 South Quebec Street,,Denver,CO,'80222',No,No,No,Jeanne Faatz,,
12/31/2012,2012,,,Lewan & Associates,240.08,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Maintance Copier,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
12/28/2012,2012,,,Carl Beverly Bledsoe Memorial Fund,300,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Memorial,Event,1760 Lafayette St,,Denver,CO,'80218',No,No,No,Jeanne Faatz,,
11/7/2012,2012,,,Panzano,6091.65,Moving Denver Forward,,,,Election watch expenses,Event,909 17th St,,Denver,CO,'80202',No,No,No,,,
9/14/2012,2012,,,Jennifer Redies,50,Neighbors for Nevitt (2011)  ,City Council,7,,reimb. constant contact subrcription,Online expense,3420 Meade St.,,Denver,CO,'80211',No,No,No,Chris Nevitt,,
8/30/2012,2012,,,USPS,12.15,Albus Brooks for City Council,City Council,9,,Shipping,Supplies,1541 Marion St,,Denver,CO,'80205',No,No,No,Albus Brooks,,
8/15/2012,2012,,,Wells Fargo ,100,Albus Brooks for City Council,City Council,9,,Return Item Charge,Fee,2559 Welton St,,Denver,CO,'80205',No,No,No,Albus Brooks,,
8/4/2012,2012,,,Lewan & Associates,209.46,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Maintance Copier,Supplies,1400 So Colorado Blvd,,Denver,CO,'80217',No,No,No,Jeanne Faatz,,
3/3/2012,2012,,,Jeanne Faatz,100,Citizens for Jeanne Faatz (2011)  ,City Council,2,,Memorial Jordan Bear,Event,2903 So Quitman Street,,Denver,CO,'80236',No,No,No,Jeanne Faatz,,
1/19/2012,2012,,,Colorado Secretary of State,10,"Denver First, A Political Committee",Mayor,,,Periodic Report,Fee,1700 Broadway,,Denver,CO,'80290',No,No,No,Eric Zinn,,
1/1/2012,2012,,,1st Bank,-2,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,370 17th Street,,Denver,CO,'80202',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,AT&T,-1928.1,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,PO Box 6463,,Carol Stream,IL,'60197',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,Buehler Moving & Storage,-350,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,3899 Jackson St,,Denver,CO,'80205',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,City of Denver,-10500,Hickenlooper for Mayor,Mayor,,,2011 Error,Error,201 W. Colfax,,Denver,CO,'80202',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,Colorado Common Cause,-2000,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,1536 Wynkoop St #307,,Denver,CO,'80202',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,Egan Printing,-11065.09,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,1245 Elati St,,Denver,CO,'80204',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,Hansen Communications,-1000,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,3087A Tejon St,,Denver,CO,'80211',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,Sprint,-131.97,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,PO Box 4181,,Carol Stream,IL,'60197',No,No,No,John Hickenlooper,,
1/1/2012,2012,,,Vumber,-19.9,Hickenlooper for Mayor,Mayor,,,2011 Double Entry,Error,Internet,,Denver,CO,'80202',No,No,No,John Hickenlooper,,
1/19/2023,2023,,,Amazon,23.11,Terrance Roberts For Denver: Save Our City Campaign,Mayor,,,mannequin head,Supplies,410 Terry Avenue North,,Seattle,WA,'98109',No,No,No,Terrance Roberts,,
1/17/2023,2023,,,Amazon,152.57,Terrance Roberts For Denver: Save Our City Campaign,Mayor,,,airbrush,Supplies,410 Terry Avenue North,,Seattle,WA,'98109',No,No,No,Terrance Roberts,,
1/9/2023,2023,,,Campaign Verify,95,Re-elect Chris for Denver,City Council,10,,Verify the campaign is real,Fee,1215 31st St NW,,Washington,DC,'20007',Yes,No,No,Chris Hinds,,
12/19/2022,2022,,,Campaign Verify,95,Tafoya for Mayor ,Mayor,,,List Aquisition,Research,1215 31st Street NW,,Washington,DC,'20007',Yes,No,No,Ean Tafoya,,
12/2/2022,2022,,,NGP VAN MOTO,150,Leslie for Council,City Council,8,,list,Research,655 15th St. NW,#650,Washington,DC,'20005',No,No,No,Leslie Twarogowski,,
11/3/2022,2022,,,Bill.com,0.95,Candi for Council ,City Council,9,,verification,Fee,3126 Oakland Ave,,Minneapolis,MN,'55407',No,No,No,Candi CdeBaca,,
11/2/2022,2022,,,NGP VAN MOTO,150,Leslie for Council,City Council,8,,list,Research,655 15th St. NW,#650,Washington,DC,'20005',No,No,No,Leslie Twarogowski,,
10/31/2022,2022,,,Colorado Democratic Party,400,Nick For Denver,City Council,7,,List Acquisition,Research,789 Sherman St # 110,,Denver,CO,'80203',No,No,No,Nick Campion,,
8/14/2022,2022,,,Calendly,96,Shannon Loves D10,City Council,10,,Calendar,Online expense,271 17th St NW,10th Floor,Atlanta,GA,'30363',No,No,No,Shannon Hoffman,,
6/30/2022,2022,,,ActBlue,49.24,Leslie for Council,City Council,8,,ActBlue,Fee,366 Summer Street,,Somerville,MA,'02144',No,No,No,Leslie Twarogowski,,
6/19/2022,2022,Bruce,Floyd,,200,Sarah Parady for Denver,City Council At-Large,,,Contact List,Research,1653 Iola Street,,Aurora,CO,'80010',No,No,No,Sarah Parady,,
6/19/2022,2022,Bruce,Floyd,,200,Sarah Parady for Denver,City Council At-Large,,,Contact List,Research,1653 Iola St.,,Aurora,CO,'80010',No,No,No,Sarah Parady,,
4/12/2022,2022,,,Colorado Secretary of State,300,Sarah Parady for Denver,City Council At-Large,,,Entity registration,Fee,1700 Broadway #550,,Denver,CO,'80290',No,No,No,Sarah Parady,,
4/10/2022,2022,,,Colorado Secretary of State,50,Sarah Parady for Denver,City Council At-Large,,,Entity registration,Fee,1700 Broadway #550,,Denver,CO,'80290',No,No,No,Sarah Parady,,
11/23/2021,2021,,,Tockify,40,Let's Do Our Best,,,,Calendar,Online expense,1600 Downing Street,,Denver,CO,'80218',No,No,No,,,
10/22/2021,2021,,,Tockify,40,Let's Do Our Best,,,,Calendar,Online expense,1600 Downing Street,,Denver,CO,'80218',No,No,No,,,
5/7/2021,2021,,,"EOS Advisors, LLC",300,Safe and Sound Denver,,,,List Consolidation,Research,"6343 E. Girard Place, #466",,Denver,CO,'80222',No,No,No,,,
6/27/2019,2019,,,Eddie Soto,1163.08,Resilient Denver,,,,Organizing,Staffing,3960 West 44th Avenue,,Denver,CO,'80212',No,No,No,,,
6/5/2019,2019,,,Legacy Independent Expenditure,2530,"Colorado's Best People, Inc.",Mayor,,,flier to Support Michael Hancock,Supplies,,,,,,No,Yes,Yes,Michael Hancock,,Support
5/10/2019,2019,,,Tiya Trent,200,Candi for Council ,City Council,9,,yummy desserts!,Event,1775 Depew St. Apt. 6,,Lakewood,CO,'80214',No,No,No,Candi CdeBaca,,
5/8/2019,2019,,,Tamales by La Casita,193.97,Amanda Sandoval for Council ,City Council,1,,Tamales,Event,3561 Tejon Street,,Denver,CO,'80211',No,No,No,Amanda Sandoval,,
5/3/2019,2019,,,ActBlue,20.34,Friends of Patrick Thibault,City Council,8,,Merchant Servicing,Fee,PO Box 441146,,Somerville,MA,'02144',No,No,No,Patrick Thibault,,
4/27/2019,2019,,,Nite light tshirts,170.6,Lisa For Denver Mayor ,Mayor,,,tshity,Merchandise,main street ,,Denver,CO,'80239',No,No,No,Lisa  Calderón ,,
4/25/2019,2019,,,Landslide Political,5000,Blair Taylor for Denver,City Council,8,,door knocks,Staffing,825 N 300 W#N138,,Salt Lake City,UT,'84103',No,No,No,Blair Taylor,,
4/24/2019,2019,,,Great Frame Up,3657.59,Together Denver,,,,Framing,Supplies,1017 E 9th Ave,,Denver,CO,'80218',No,No,No,,,
4/24/2019,2019,,,Hancock for Denver,500,Kutak Rock LLP Political Action Committee,,,,Candidate for Mayor,Donation,PO Box 46271,,Denver,CO,'80201',No,No,No,,,
4/19/2019,2019,,,Exdo Events Center,26,Denver Psilocybin Initiative,,,,Sensi Night,Event,1399 35th St,,Denver,CO,'80205',No,No,No,,,
4/17/2019,2019,,,Hancock for Denver,500,Kutak Rock LLP Political Action Committee,,,,Candidate for Mayor,Donation,PO Box 46271,,Denver,CO,'80201',No,No,No,,,
